student_id,dept_name,activity_year,grade,matched_keyword,news_origin_year,time_lag,section,context
202411431,지적재산권전공,2021,3,코로나,2020,1,봉사활동,...얼마나 위험한 일인지 깨닫고 올바른 인성 함양과 소동의 자세률 키우는 계기름 마련함 . 코로나19 예방 교육(2020.04.12 )올 통해 코로나19의 주요 증상과 예방 수칙올 알게...
202411431,지적재산권전공,2021,3,코로나,2021,0,봉사활동,...얼마나 위험한 일인지 깨닫고 올바른 인성 함양과 소동의 자세률 키우는 계기름 마련함 . 코로나19 예방 교육(2020.04.12 )올 통해 코로나19의 주요 증상과 예방 수칙올 알게...
202510782,컴퓨터과학과,2022,1,메타버스,2022,0,동아리활동,"...진로교과데이에서 가상 증강현실 (AR/VR) 진로체험 (2022.07.14 )에 참여함. 메타버스물 체험하다 AR, VR올 직접 체험하고 AR  VR의 정확한 개념에 대해 정립하는 시간올..."
202510782,컴퓨터과학과,2024,3,메타버스,2022,2,기타,...술과 관련된 영어 자료에 흥미름 느끼고 찾 아본 후 이률 친구들에게 소개하는 활동에서   메타버스 구추울 설명하는 온라인 영어 강연올 듣고 코로나로 인해 주목울 받는 메타버스와 건강한 메...
202510790,컴퓨터과학과,2022,1,NFT,2021,1,자율활동,"...나는AI-B) (29 시간) SW에 대한 관심을 가지고 생성적 AL, AI 이미지 제작, NFT 제작, 파이씬 , 입제작과 같은 다양한 심충적인 활동에 참여하다 , 진로에 맛는 분야름..."
202510790,컴퓨터과학과,2023,2,플라스틱,2021,2,기타,"...자유낙하하는 물체의 운동올 분석해 그래프로 표현하고 중력 가속도 감의 오차원인올 분석함. 플라스틱관 , 알루미늄관 , 구리관에서 낙하하는 자석의 낙하시간을 비교하며 전자기 유도 현상올 확..."
202510801,컴퓨터과학과,2022,1,메타버스,2022,0,동아리활동,...사람들이 쉽게 즐길 수 있는 게임이나 입올 기획   제작해보고 싶다는 포부을 밥 우리의 메타버스' 활동에서 교실 및 복도틀 메타비스 환경에서 구현함. 평소 관심 올 갖지 않앗면 학교 시...
202510806,컴퓨터과학과,2020,1,코로나,2019,1,동아리활동,...자신의 의 견을 설득력 엇게 전달하는 훈련올 함 (사진반: 특기적성동아리) (16시간) 코로나19 영항에 따른 온라인 예술제 활동에서 소설미디 어름 통한 연락과 정보 교환에 적극 참여...
202510806,컴퓨터과학과,2020,1,코로나,2020,0,동아리활동,...자신의 의 견을 설득력 엇게 전달하는 훈련올 함 (사진반: 특기적성동아리) (16시간) 코로나19 영항에 따른 온라인 예술제 활동에서 소설미디 어름 통한 연락과 정보 교환에 적극 참여...
202510806,컴퓨터과학과,2021,2,코로나,2019,2,동아리활동,"...밤구. 평소 철학 , 운리학 둥에 관심올 갖고 있는 학생으로 , 관심 분아률 확장 하여 '코로나 대응올 둘러산 운리적 문제들 '올 주제로 시사 이수 주제 밤구률 진행함. 코로나 대응올..."
202510806,컴퓨터과학과,2021,2,코로나,2020,1,동아리활동,"...밤구. 평소 철학 , 운리학 둥에 관심올 갖고 있는 학생으로 , 관심 분아률 확장 하여 '코로나 대응올 둘러산 운리적 문제들 '올 주제로 시사 이수 주제 밤구률 진행함. 코로나 대응올..."
202510806,컴퓨터과학과,2021,2,코로나,2021,0,동아리활동,"...밤구. 평소 철학 , 운리학 둥에 관심올 갖고 있는 학생으로 , 관심 분아률 확장 하여 '코로나 대응올 둘러산 운리적 문제들 '올 주제로 시사 이수 주제 밤구률 진행함. 코로나 대응올..."
202510806,컴퓨터과학과,2022,3,코로나,2020,2,진로활동,...사 고 방법올 토대로 해결 방법올 직절히 활용하여 문제틀 해결하는 능력이 우수함 영어: 코로나로 어려운 상황에서도 온라인 활동올 통해 제공된 과제블 빠짐없이 제출하고 수업 중 진행되는...
202510806,컴퓨터과학과,2022,3,코로나,2021,1,진로활동,...사 고 방법올 토대로 해결 방법올 직절히 활용하여 문제틀 해결하는 능력이 우수함 영어: 코로나로 어려운 상황에서도 온라인 활동올 통해 제공된 과제블 빠짐없이 제출하고 수업 중 진행되는...
202510808,컴퓨터과학과,2022,2,코로나,2020,2,진로활동,"...대해 학습 하는 시간올 마련함 (2022.05.27.) . 인터넷중독 예방 교육올 통해 코로나로 인해 심각 해진 청소년 인터넷 중독 , 게임 중독   인터넷 범죄름 해결하기 위한 방법..."
202510808,컴퓨터과학과,2022,2,코로나,2021,1,진로활동,"...대해 학습 하는 시간올 마련함 (2022.05.27.) . 인터넷중독 예방 교육올 통해 코로나로 인해 심각 해진 청소년 인터넷 중독 , 게임 중독   인터넷 범죄름 해결하기 위한 방법..."
202510817,컴퓨터과학과,2022,1,메타버스,2022,0,진로활동,...데이터틀 사용하고 장 치틀 학습시켜 이틀 이용해 게임올 만드는데 응용하는 활동올 함. '메타버스 세계에시 비즈니스 활동하기 (2022.11.09.) '에서 기업가정신올 가진 사람으로 신...
202510823,컴퓨터과학과,2023,2,메타버스,2022,1,진로활동,...매우 칭찬할 만함. 메타내 스의 주요 기업과 기대 전망올 주제로 자율 밤구 활동올 함. 메타버스의 기본 개념올 알고 메 타버스 관련 산업과 제품 출시로 인한 주가 상승 및 관련 주식의...
202510823,컴퓨터과학과,2023,2,메타버스,2022,1,자율활동,...메타버스의 주요 기업과 기대 전망을 주제로 자율 탐구 활동을 함...
202510823,컴퓨터과학과,2023,2,메타버스,2022,1,동아리활동,...다양한 산업과 상호작용하며 발전하고 있는 메타버스를 주제로 한 메타버스 엑스포를 견학함...
202510824,컴퓨터과학과,2021,2,플라스틱,2021,0,기타,...올 보 화학  : 화학 반장으로서 매시간 칠판울 깨끗이 닦고 수업에 적극적으로 참여함 . 플라스틱 아일랜드에 대한 다규먼터리블 시 청한 후 플라스틱올 대체할 수 있는 소재틀 찾아보면 중...
202510824,컴퓨터과학과,2022,3,코로나,2020,2,기타,...설명올 문자와 기호틀 이용하여 간단하게 나타엘 수 있는 다항식올 학습한 후 이틀 활용하여 코로나19 상황올 분석하여 발표함. 전염병의 정의에 대해 설명한 후 감염자와 완치자의 수치름 활...
202510824,컴퓨터과학과,2022,3,코로나,2021,1,기타,...설명올 문자와 기호틀 이용하여 간단하게 나타엘 수 있는 다항식올 학습한 후 이틀 활용하여 코로나19 상황올 분석하여 발표함. 전염병의 정의에 대해 설명한 후 감염자와 완치자의 수치름 활...
202510824,컴퓨터과학과,2022,3,플라스틱,2021,1,자율활동,...는 이에 대해 확실한 규제틀 해야 한다는 글을 작성하여 제출함. 또한 일상에 서 발견되는 플라스틱은 작게 분해되어 사라지지 암고 인간의 건강올 약화시키기 때문에 플라스틱 사용에 대한 규제...
202510827,컴퓨터과학과,2022,1,코로나,2020,2,독서활동상황,...보조름 맞추어 권는 것' 보면 사랑은 느린 걸음 이라는 독창적인 해석올 함. '인공지능과 코로나 시대 나의 진로름 찾아서 '라는 강의틀 듣고 인공지능의 발달로 확기적인 변화가 일어나켓지...
202510827,컴퓨터과학과,2022,1,코로나,2021,1,독서활동상황,...보조름 맞추어 권는 것' 보면 사랑은 느린 걸음 이라는 독창적인 해석올 함. '인공지능과 코로나 시대 나의 진로름 찾아서 '라는 강의틀 듣고 인공지능의 발달로 확기적인 변화가 일어나켓지...
202510827,컴퓨터과학과,2023,2,메타버스,2022,1,진로활동,...올 두어야 한다는 점에 동의한다는 내용의 소감문올 작성함 . 이와 관련하여 인 공지능이나 메타버스름 활용하 교육에 대한 교사들의 인식올 조사하고 교육활용 사례 들에 대한 주제 담구 환동올...
202510827,컴퓨터과학과,2023,2,챗GPT,2023,0,진로활동,...'챗 GPT 교육혁명 (정제영 외) '을 읽고... 인공지능 채팅 로봇에 대한 주제로...
202510839,컴퓨터과학과,2023,2,메타버스,2022,1,진로활동,...이해하없으며 도움 없이 문제름 풀어 방날출에 성공하는 등 우수한 문제해 결력올 보여 줍. 메타버스 체험올 하며 4차 산업 혀명 시대의 기술올 이해하고 기상의 세상올 경험 대학생 선배 멘토...
202510839,컴퓨터과학과,2024,3,규제,2024,0,기타,...은 인터넷올 사용하는 시간이 많은데 청소년들이 많이 시청하는 인터넷 방송은 공중파에 비해 규제가 약해서 청소년들이 비속어 사용에 노출되다고 보고 인터넷 방송인들이 정제년 언이놓 사용할...
202510843,컴퓨터과학전공,2022,2,해킹,2022,0,진로활동,...미래 사회 유망 직업알아보기 (2022.05. 26. )... 일상 속 해킹의 심각성올 함께 조사하엿는데...
202510843,컴퓨터과학전공,2023,3,해킹,2022,1,진로활동,"...진로 관련 신문 기사 스크랩 활동에서... 개인정보를 노린 메신저 사칭 공격, 해킹 등..."
202510845,컴퓨터과학과,2022,1,반도체,2021,1,기타,"...체득함. 대학연계 전공특강 '집직회로에서 AI까지' (2022.10.25 )에 참여함. 반도체 공학의 기초인 집 적회로와 반도체 소자에 대해 학습하고   전자기학, 디지털신호처리  센..."
202510845,컴퓨터과학과,2022,1,플라스틱,2021,1,동아리활동,...비닐보다 친환경적인가? 틀 주제로 진행한 환경 토론올 통해 친환경적 대안으로 생 분해성 플라스틱이 개발 적용되올 인식하고 이틀 보고서로 작성함. '지구환경보호름 위한 발명품' 이란 동영...
202510845,컴퓨터과학과,2022,1,메타버스,2022,0,진로활동,"...색함 . 공학의 종류와 기계 원리 학습음 통해 관심 분아의 지식올 확장함. 여명드림업스굴 메타버스 캠프(2022.08.25 )에 참가하여, 메타버스의 정의와 메타버스의 가지 세계인 VR,..."
202211552,컴퓨터과학전공,2020,2,코로나,2019,1,동아리활동,...게임 조의 조장을 맡아 코로나 19로 조원들과의 활동 시간이 부족했지만...
202211552,컴퓨터과학전공,2020,2,코로나,2020,0,동아리활동,...게임 조의 조장을 맡아 코로나 19로 조원들과의 활동 시간이 부족했지만...
202211552,컴퓨터과학전공,2021,3,플라스틱,2021,0,진로활동,"...환경파괴가 심하게 되고, 비닐과 플라스틱은 환경오염에 엄청난 기여를 한다는 것을 인식..."
202310098,생명공학과,2020,1,코로나,2019,1,동아리활동,...학교 내 생활 속 거리두기 캠페인 활동 코로나19 예방을 위한...
202310098,생명공학과,2020,1,코로나,2020,0,동아리활동,...학교 내 생활 속 거리두기 캠페인 활동 코로나19 예방을 위한...
202310102,컴퓨터과학과,2022,3,러시아-우크라이나 전쟁,2022,0,진로활동,...러시아-우크라이나 전쟁과 동아시아 정세를 '림랜드'라는 개념을 중심으로 비교한 심화 보고서...
202310767,컴퓨터과학전공,2021,2,코로나,2019,2,동아리활동,...'인터택트 유앤 코아(코로나 아웃)'라는 팀명으로 팀원들끼리 조를 나누고...
202310767,컴퓨터과학전공,2021,2,코로나,2020,1,동아리활동,...'인터택트 유앤 코아(코로나 아웃)'라는 팀명으로...
202310767,컴퓨터과학전공,2021,2,코로나,2021,0,동아리활동,...'인터택트 유앤 코아(코로나 아웃)'라는 팀명으로...
202310767,컴퓨터과학전공,2022,3,코로나,2020,2,동아리활동,...소독 방역 봉사(2022.06.10)에서... 코로나 아웃 행사를 대비하여...
202310941,컴퓨터과학과,2020,1,코로나,2019,1,기타,...국제이해교육(2020.4.17)에서... 한국 미국 중국의 코로나 대응방식을 조사해 보았고...
202310941,컴퓨터과학과,2020,1,코로나,2020,0,기타,...국제이해교육(2020.4.17)에서... 한국 미국 중국의 코로나 대응방식을 조사해 보았고...
202311093,컴퓨터과학과,2019,1,미세먼지,2017,2,동아리활동,...동아리 프로젝트로 푸른하늘지킴이 활동을 통해 미세먼지의 심각성을 깨닫고...
202311093,컴퓨터과학과,2020,1,코로나,2019,1,동아리활동,...포스트코로나 시대에 적응하기 관련 토론에서...
202311093,컴퓨터과학과,2020,1,코로나,2020,0,동아리활동,...포스트코로나 시대에 적응하기 관련 토론에서...
202315049,글로벌경영학과,2020,1,코로나,2019,1,진로활동,...감염병(코로나-19) 예방 교육(2020.05.06)을 받고...
202315049,글로벌경영학과,2020,1,코로나,2020,0,진로활동,...감염병(코로나-19) 예방 교육(2020.05.06)을 받고...
202315060,휴먼AI공학전공,2019,1,5G,2019,0,동아리활동,...물리와 IT산업을 대주제로 하여 '5G WiFi는 왜 지원 거리가 짧은가'라는 주제를...
202315168,최은서,2021,2,코로나,2019,2,진로활동,"...변이 코로나 바이러스 관련 과학 시사 주제를 바탕으로 한 탐구, 토론 활동..."
202315168,최은서,2021,2,코로나,2020,1,진로활동,"...변이 코로나 바이러스 관련 과학 시사 주제를 바탕으로 한 탐구, 토론 활동..."
202315168,최은서,2021,2,코로나,2021,0,진로활동,"...변이 코로나 바이러스 관련 과학 시사 주제를 바탕으로 한 탐구, 토론 활동..."
202410215,컴퓨터과학과,2020,1,코로나,2019,1,기타,...비대면으로 진행된 축제에서 코로나바이러스 침투과정을 표현한 영상을 제작함...
202410215,컴퓨터과학과,2020,1,코로나,2020,0,기타,...비대면으로 진행된 축제에서 코로나바이러스 침투과정을 표현한 영상을 제작함...
202410215,컴퓨터과학과,2022,1,플라스틱,2021,1,봉사활동,...환경 오염을 일으키는 폐플라스틱의 양을 줄이기 위해 생분해 플라스틱이 널리 사용되어야...
202410346,교육학과,2023,2,반도체,2021,2,진로활동,...컴퓨터의 핵심요소인 반도체 소자에 관심을 갖고 효과적인 반도체 소자 구성에 대해...
202410346,교육학과,2023,2,반도체,2023,0,진로활동,...컴퓨터의 핵심요소인 반도체 소자에 관심을 갖고 효과적인 반도체 소자 구성에 대해...
202410821,컴퓨터과학전공,2022,1,코로나,2020,2,독서활동상황,...수학: 코로나 19로 인한 온라인 수업에서 등교수업에서와 마찬가지로 성실하게 수업에 참여함...
202511407,컴퓨터과학과,2025,3,배터리,2025,0,봉사활동,...태양광 발전기를 통해 배터리를 충전하고 GPS를 사용하여...
202510847,컴퓨터과학과,2022,1,메타버스,2022,0,동아리활동,...코딩과 가상현실을 활용한 메타버스 만들기 활동을 선택하여...
202510854,컴퓨터과학전공,2020,1,코로나,2019,1,독서활동상황,...코로나 확진자수를 그래프로 시각화하는 활동을 자율 주제 탐구 활동으로...
202510854,컴퓨터과학전공,2020,1,코로나,2020,0,독서활동상황,...코로나 확진자수를 그래프로 시각화하는 활동을...
202510854,컴퓨터과학전공,2024,3,메타버스,2022,2,기타,...메타버스 기술이 다양한 산업분야 및 여러국가에서 중요한 주제로...
202510855,컴퓨터과학과,2023,2,코로나,2021,2,기타,...코로나19로 인한 친구들의 체온 측정을 포함하여...
202510855,컴퓨터과학과,2022,1,반도체,2021,1,동아리활동,...컴퓨터공학과 반도체공학과의 교육과정 진학 정보 및 졸업 후 진출 분야...
202510855,컴퓨터과학과,2025,3,드론,2024,1,진로활동,...적외선 기술을 접목한 드론 플라이트를 제작함...
202511355,컴퓨터과학과,2022,1,메타버스,2022,0,자율활동,...메타버스와 관련된 프로그램을 접하면서 3차원 가상세계 원리를 이해하게 됨...
202511383,컴퓨터과학과,2023,2,메타버스,2022,1,진로활동,...메타버스 플랫폼으로 자신이 표현하고자 하는 가상의 공간을 구축하고...
202511391,자유전공(it계열),2023,2,메타버스,2022,1,진로활동,"...메타버스의 4가지 유형 개념, 활용분야에 대해 알아보고..."
202511654,컴퓨터과학과,2020,1,코로나,2019,1,기타,...코로나19로 학업이 어려운 상황에서도 1년 내내 등교 수업과...
202511654,컴퓨터과학과,2020,1,코로나,2020,0,기타,...코로나19로 학업이 어려운 상황에서도 1년 내내 등교 수업과...
202511654,컴퓨터과학과,2021,1,플라스틱,2021,0,진로활동,...화학 I : 플라스틱의 제조과정에 대한 이해를 바탕으로 환경문제와 미세 플라스틱을 주제로 발표...
202511550,컴퓨터과학과,2024,3,사기,2023,1,동아리활동,...후배들의 사기를 북돋음. (주의: '사기' 키워드가 '전세 사기' 등의 사회 이슈가 아닌 '의욕(Morale)'의 의미로 쓰인 사례로 보입니다. 분석 시 제외 필요)
202511554,컴퓨터과학과,2024,3,드론,2024,0,기타,...화재 및 사고 현장에서의 드론 활용... 다양한 예시를 통해 잘 설명했음...
202511585,자율전공,2022,2,반도체,2021,1,동아리활동,"...반도체 연구 산업 공학, 시스템 공학의 역할을 인상 깊은 내용으로 꼽고..."
202511596,컴퓨터과학과,2022,2,반도체,2021,1,동아리활동,"...희망분야 생명공학과, 반도체공학과 반도체에 들어가는 많은 금속 중..."
202511596,컴퓨터과학과,2022,1,플라스틱,2021,1,동아리활동,...미세플라스틱에서 중금속 흡착 물질을 이용하여 인체에 있는 미세플라스틱을 제거하는...
