student_id,dept_name,activity_year,grade,matched_keyword,news_origin_year,time_lag,section,context
202511596,컴퓨터과학과,2022,1,코로나,2019,3,창의적체험활동, 향상시키기 위해 다양한 운동에 적극적으로 참여하고 꾸준히 운동해 나감 코로나로 인해 줄어튼 신체활동올 보완하기 위해 집에서 개인적으로 수행할 수 있
202511596,컴퓨터과학과,2022,1,코로나,2019,3,창의적체험활동, 향상시키기 위해 다양한 운동에 적극적으로 참여하고 꾸준히 운동해 나감 코로나로 인해 줄어튼 신체활동올 보완하기 위해 집에서 개인적으로 수행할 수 있
202511596,컴퓨터과학과,2022,1,반도체,2021,1,창의적체험활동," 체 험 활 동 상 항 학년 영역 시간 특기사항 희망분야 생명공학과 , 반도체공학과 반도체에 들어가는 많은 금속 중 소랑이지만 큰 힘을 발휘하는 희귀"
202511596,컴퓨터과학과,2022,1,코로나,2019,3,창의적체험활동, 향상시키기 위해 다양한 운동에 적극적으로 참여하고 꾸준히 운동해 나감 코로나로 인해 줄어튼 신체활동올 보완하기 위해 집에서 개인적으로 수행할 수 있
202511596,컴퓨터과학과,2022,1,플라스틱,2021,1,창의적체험활동,서름 제출하고 내용올 발표하여 좋은 호용올 얻 공통 주제 활동에서는 미세플라스틱에서 중금속 흙착 물질올 이용하여 인체에 잎 논 미세플라스틱올 제거하는 
202511596,컴퓨터과학과,2022,1,반도체,2021,1,창의적체험활동," 체 험 활 동 상 항 학년 영역 시간 특기사항 희망분야 생명공학과 , 반도체공학과 반도체에 들어가는 많은 금속 중 소랑이지만 큰 힘을 발휘하는 희귀"
202511596,컴퓨터과학과,2022,1,반도체,2021,1,창의적체험활동," 체 험 활 동 상 항 학년 영역 시간 특기사항 희망분야 생명공학과 , 반도체공학과 반도체에 들어가는 많은 금속 중 소랑이지만 큰 힘을 발휘하는 희귀"
202511596,컴퓨터과학과,2022,1,AI,2025,-3,창의적체험활동, 생 명과학 지식올 습득하리 노력함. 정보: 파이씬 프로그램올 활용하여 AI의 덥러님 원리블 이용하 여러가지 미션 수행이라는 주제로 프로그램올 완성
202511596,컴퓨터과학과,2022,1,누리호,2025,-3,창의적체험활동,이틀 비판적으 로 수용하는 활동올 진행함. 지난 6월 우리 기술로 만는 누리호가 2차 발사에 성공한 점올 들어 누리호에 탑재된 수많은 반도 체가 이틀
202511596,컴퓨터과학과,2022,1,엑스포,2025,-3,기타,
202511596,컴퓨터과학과,2022,1,월드컵,2025,-3,창의적체험활동,"하 구단 및 각종 기업들의 마켓팅 사례름 찾아 조사하없음 . 올림픽 , 월드컵과 같은 각종 국제 스포츠 행사에서 의 사례들올 바탕으로 스포츠 마게팅의"
202511596,컴퓨터과학과,2022,1,플라스틱,2021,1,창의적체험활동,서름 제출하고 내용올 발표하여 좋은 호용올 얻 공통 주제 활동에서는 미세플라스틱에서 중금속 흙착 물질올 이용하여 인체에 잎 논 미세플라스틱올 제거하는 
202511654,컴퓨터과학과,2022,1,코로나,2019,3,창의적체험활동,루어 보아 해당 분아에서 꼭 필요한 인재로 성장할 가능성이 보임. 또한 코로나19로 학업이 어려운 상황에서도 1년 내내 등교 수업과 쌍방향 수업 시간
202511654,컴퓨터과학과,2022,1,코로나,2019,3,창의적체험활동,루어 보아 해당 분아에서 꼭 필요한 인재로 성장할 가능성이 보임. 또한 코로나19로 학업이 어려운 상황에서도 1년 내내 등교 수업과 쌍방향 수업 시간
202511654,컴퓨터과학과,2022,1,코로나,2019,3,창의적체험활동,루어 보아 해당 분아에서 꼭 필요한 인재로 성장할 가능성이 보임. 또한 코로나19로 학업이 어려운 상황에서도 1년 내내 등교 수업과 쌍방향 수업 시간
202511654,컴퓨터과학과,2022,1,플라스틱,2021,1,창의적체험활동, 과거로의 시간여행은 이론상으로 확정할 수 없음올 설명 함 화학 I : 플라스틱의 제조과정에 대한 이해블 바탕으로 환경문제와 미세 플라스틱올 주제로 발
202511654,컴퓨터과학과,2022,1,드론,2024,-2,창의적체험활동," 체험활동으로 진행한 '4차산업 핵심 기술 체험 프로그램' 에 참여하여 드론 3D 프 권딩, 아두이노 프로그래망올 체험함. 3D팬의 조작법과 드론 "
202511654,컴퓨터과학과,2022,1,플라스틱,2021,1,창의적체험활동, 과거로의 시간여행은 이론상으로 확정할 수 없음올 설명 함 화학 I : 플라스틱의 제조과정에 대한 이해블 바탕으로 환경문제와 미세 플라스틱올 주제로 발
202510855,컴퓨터과학과,2022,1,코로나,2019,3,창의적체험활동(학급운영),코로나19 상황에서 친구들의 체온 측정 등 방역 관련 업무를 책임감 있게 수행함.
202511355,컴퓨터과학과,2023,1,플라스틱,2021,2,기술·가정 세부능력특기사항,"환경오염을 유발하는 플라스틱 관련 기사들을 조사하고, 환경오염을 줄이기 위한 방안을 탐구하여 정리함."
202511407,컴퓨터과학과,2023,1,AI,2025,-2,세부능력및특기사항(과학),인공지능을 활용해 전자의 위치 확률을 계산하는 탐구를 수행하고 보고서를 작성함.
202511407,컴퓨터과학과,2023,1,AI,2025,-2,세부능력및특기사항(과학),"유전체 분석, 약물 탐색, 분자 구조 예측 등 생명과학 전반에서 인공지능 활용 사례를 조사함."
