Date,Keyword,Category,Department,Count
2025-04,탄소국경조정제도,국제/문화,국제통상학과,115
2025-04,플라스틱,국제/문화,환경공학과,68
2025-05,AI,IT/과학,컴퓨터공학과,279
2025-05,APEC,국제/문화,국가안보학과,14
2025-05,NASA,IT/과학,컴퓨터공학과,68
2025-05,누리호,IT/과학,컴퓨터공학과,189
2025-05,배터리,경제/사회,화공신소재학과,374
2025-05,아시안게임,국제/문화,체육학과,182
2025-05,엑스포,국제/문화,경영학과,87
2025-05,월드컵,국제/문화,스포츠융합학부,390
2025-05,초고령화,경제/사회,사회복지학과,39
2025-05,탄소국경조정제도,국제/문화,국제통상학과,104
2025-05,플라스틱,국제/문화,환경공학과,67
2025-06,AI,IT/과학,컴퓨터공학과,279
2025-06,APEC,국제/문화,국가안보학과,9
2025-06,NASA,IT/과학,컴퓨터공학과,39
2025-06,누리호,IT/과학,컴퓨터공학과,145
2025-06,배터리,경제/사회,화공신소재학과,172
2025-06,아시안게임,국제/문화,체육학과,159
2025-06,엑스포,국제/문화,경영학과,76
2025-06,월드컵,국제/문화,스포츠융합학부,1365
2025-06,초고령화,경제/사회,사회복지학과,57
2025-06,탄소국경조정제도,국제/문화,국제통상학과,130
2025-06,플라스틱,국제/문화,환경공학과,146
2025-07,AI,IT/과학,컴퓨터공학과,320
2025-07,APEC,국제/문화,국가안보학과,21
2025-07,NASA,IT/과학,컴퓨터공학과,47
2025-07,누리호,IT/과학,컴퓨터공학과,190
2025-07,배터리,경제/사회,화공신소재학과,167
2025-07,아시안게임,국제/문화,체육학과,153
2025-07,엑스포,국제/문화,경영학과,149
2025-07,월드컵,국제/문화,스포츠융합학부,835
2025-07,초고령화,경제/사회,사회복지학과,20
2025-07,탄소국경조정제도,국제/문화,국제통상학과,123
2025-07,플라스틱,국제/문화,환경공학과,58
2025-08,AI,IT/과학,컴퓨터공학과,219
2025-08,APEC,국제/문화,국가안보학과,38
2025-08,NASA,IT/과학,컴퓨터공학과,88
2025-08,누리호,IT/과학,컴퓨터공학과,89
2025-08,배터리,경제/사회,화공신소재학과,164
2025-08,아시안게임,국제/문화,체육학과,159
2025-08,엑스포,국제/문화,경영학과,55
2025-08,월드컵,국제/문화,스포츠융합학부,433
2025-08,초고령화,경제/사회,사회복지학과,20
2025-08,탄소국경조정제도,국제/문화,국제통상학과,86
2025-08,플라스틱,국제/문화,환경공학과,70
2025-09,AI,IT/과학,컴퓨터공학과,358
2025-09,APEC,국제/문화,국가안보학과,34
2025-09,NASA,IT/과학,컴퓨터공학과,45
2025-09,누리호,IT/과학,컴퓨터공학과,258
2025-09,배터리,경제/사회,화공신소재학과,269
2025-09,아시안게임,국제/문화,체육학과,238
2025-09,엑스포,국제/문화,경영학과,73
2025-09,월드컵,국제/문화,스포츠융합학부,526
2025-09,초고령화,경제/사회,사회복지학과,26
2025-09,탄소국경조정제도,국제/문화,국제통상학과,67
2025-09,플라스틱,국제/문화,환경공학과,70
2025-10,AI,IT/과학,컴퓨터공학과,3109
2025-10,APEC,국제/문화,국가안보학과,9411
2025-10,NASA,IT/과학,컴퓨터공학과,82
2025-10,누리호,IT/과학,컴퓨터공학과,175
2025-10,배터리,경제/사회,화공신소재학과,402
2025-10,아시안게임,국제/문화,체육학과,188
2025-10,엑스포,국제/문화,경영학과,413
2025-10,월드컵,국제/문화,스포츠융합학부,747
2025-10,초고령화,경제/사회,사회복지학과,22
2025-10,탄소국경조정제도,국제/문화,국제통상학과,170
2025-10,플라스틱,국제/문화,환경공학과,40
2025-11,AI,IT/과학,컴퓨터공학과,23963
2025-11,APEC,국제/문화,국가안보학과,11040
2025-11,NASA,IT/과학,컴퓨터공학과,137
2025-11,누리호,IT/과학,컴퓨터공학과,1949
2025-11,배터리,경제/사회,화공신소재학과,1349
2025-11,아시안게임,국제/문화,체육학과,161
2025-11,엑스포,국제/문화,경영학과,1002
2025-11,월드컵,국제/문화,스포츠융합학부,757
2025-11,초고령화,경제/사회,사회복지학과,28
2025-11,탄소국경조정제도,국제/문화,국제통상학과,165
2025-11,플라스틱,국제/문화,환경공학과,201
